拠点名,DB名,郵便番号,住所,電話番号
茅ヶ崎駅南口子育て支援センター,ネット検索,2530056,茅ヶ崎市共恵一丁目1番5号　永島ビル２階,0467-87-6531
香川駅前子育て支援センター,ネット検索,2530082,茅ヶ崎市香川5-3-17　香川駅前出張所２階,0467-82-2210
葉山町子育て支援センターぽけっと,ネット検索,2400111,三浦郡葉山町一色1493-1,046-876-4152
中里つどいの広場,ネット検索,2520824,藤沢市打戻1721　中里子どもの家（なかよし砦）内,0466-48-4310
六会子育て支援センター,ネット検索,2520813,藤沢市亀井野4-8-1 六会市民センター2階,0466-81-7722
善行つどいの広場,ネット検索,2510871,藤沢市善行１－２６－６,0466-82-0306
湘南台子育て支援センター,ネット検索,2520804,藤沢市湘南台１－８ 湘南台文化センター地下１階,0466-42-5533
藤が岡つどいの広場,ネット検索,2510004,藤沢市藤が岡１－１２コンフォール藤沢C３号棟１０４号室,0466-50-5886
藤沢子育て支援センター,ネット検索,2510025,藤沢市鵠沼石上1-11-5　藤沢保育園内,0466-22-7037
辻堂子育て支援センター,ネット検索,2510041,藤沢市辻堂神台1-3-39　タカギビル２階,0466-33-2311
鵠沼つどいの広場,ネット検索,2510037,藤沢市鵠沼海岸2-10-34　鵠沼市民センター新館2階,0466-35-2366
逗子市子育て支援センター,ネット検索,2490005,逗子市桜山1-5-42,046-871-5001
かまくら冒険遊び場・梶原,ネット検索,2470063,鎌倉市梶原四丁目４番２号,0467-47-1433
七里ガ浜子ども会館「つどいの広場」（原則、木・金）,ネット検索,2480025,鎌倉市七里ガ浜東5-3-3　七里ガ浜子ども会館,0467-61-3891
大船子育て支援センター,ネット検索,2470056,鎌倉市大船2135 小坂子ども会館１階,0467-47-3377
深沢子育て支援センター,ネット検索,2470063,鎌倉市梶原2-33-2　深沢こどもセンター３階,0467-48-0550
玉縄子育て支援センター,ネット検索,2470072,鎌倉市岡本2-21-19　玉縄こどもセンター１階,0467-45-5077
腰越行政センター「つどいの広場」 （原則、月～水）,ネット検索,2480033,鎌倉市腰越864　腰越行政センター,0467-61-3891
鎌倉子育て支援センター,ネット検索,2480014,鎌倉市由比ガ浜3-11-48 由比ガ浜こどもセンター1階,0467-23-0606
開成町駅前子育て支援センター　あじさいっこ,ネット検索,2580021,足柄上郡開成町吉田島4319－1　小田急開成駅前ビル3階,0465-20-9720
あわら市子育て支援センター,ネット検索,910-4115,あわら市国影13-13,0776-77-1163
こぐまクラブ,ネット検索,910-4124,あわら市田中々3-7-6,0776-78-7885
佐分利子育て支援センター,ネット検索,919-2125,大飯町おおい町石山20-14,0770-78-1260
名田庄子育て支援センター,ネット検索,917-0371,大飯郡おおい町名田庄小倉16-10-4,0770-67-2236
大島子育て支援センター,ネット検索,919-2101,大飯郡おおい町大島60-26,0770-77-0210
本郷子育て支援センター,ネット検索,919-2111,大飯郡おおい町本郷110-5,0770-77-4152
勝山市地域子育て支援センター,ネット検索,911-0811,勝山市片瀬町1-402,0779-87-3830
今庄子育て支援センター 「わかば」,ネット検索,919-0131,南条郡南越前町今庄28-10-2,0778-45-0788
南条子育て支援センター,ネット検索,919-0223,南条郡南越前町東大道23-14-4,0778-47-2411
河野子育て支援センター,ネット検索,915-1113,南条郡南越前町甲楽城16-1-27,0778-48-2321
つどいの広場 キッズハウスゆり,ネット検索,919-0473,坂井市春江町本堂27-1-1,0776-51-8850
もみじアソビーノサロン,ネット検索,910-0325,坂井市丸岡町板倉45-9,0776-67-6760
ハーツきっずはるえ ひよこるーむ,ネット検索,919-0413,坂井市春江町随応寺25字１         (0120-45-3415)   月～土,10
三国子育て支援センター らっこルーム,ネット検索,913-0047,坂井市三国町運動公園1-4-1,0776-81-6550
丸岡子育て支援センター ピュアHOTルーム,ネット検索,910-0301,坂井市丸岡町八ケ郷21-7-1,0776-67-4157
坂井子育て支援センター にこにこルーム,ネット検索,919-0522,坂井市坂井町上新庄28-5-3,0776-68-4188
大野市地域子育て支援センター,ネット検索,912-0084,大野市天神町1-19,0779-65-7188
子育て交流広場 「ちっくたっく」,ネット検索,912-0071,大野市鍬掛17-17-1,0779-66-3775
そらのとり広場,ネット検索,917-0024,小浜市和久里33-6,0770-56-5677
わくわく広場,ネット検索,917-0241,小浜市遠敷9丁目501 ハーツタウンわかさ2階,0770-56-4880
エンジェル広場,ネット検索,917-0072,小浜市千種二丁目9-22,0770-52-0995
小浜市子育て支援センター,ネット検索,917-0025,小浜市木崎14-1-1,0770-56-3386
小浜市浜っ子こども園 子育て支援室,ネット検索,917-0081,小浜市川崎1丁目4-3,0770-52-0142
おやこきらりんひろば,ネット検索,914-0121,敦賀市野神1-74,0770-24-7517
敦賀市子育て総合支援センター,ネット検索,914-0051,敦賀市本町2丁目5-20,0770-22-0147
敦賀市粟野子育て支援センター,ネット検索,914-0122,敦賀市新和町2丁目1-1,0770-25-5647
上志比子育て支援センター,ネット検索,910-1313,吉田郡永平寺町石上27-27,0776-64-3100
松岡子育て支援センター,ネット検索,910-1142,吉田郡永平寺町松岡吉野堺15-44,0776-61-0750
永平寺子育て支援センター,ネット検索,910-1212,吉田郡永平寺町東古市10-5,0776-63-3113
池田町子育て支援センター,ネット検索,910-2516,今立郡池田町山田20-16-1,0778-44-8181
AOSSA子ども家庭センター子育て支援室・相談室,ネット検索,910-0858,福井市手寄1丁目4-1アオッサ5階,0776-20-1540
おやこの広場 「あ・の・ね」,ネット検索,910-0017,福井市文京1丁目26-10,0776-27-0801
きのこルーム,ネット検索,910-3143,福井市砂子坂町5-58,0776-83-0160
すくすくキッズ,ネット検索,910-3604,福井市ｸﾞﾘｰﾝﾊｲﾂ9-165,0776-98-2135
たんぽぽ広場,ネット検索,918-8035,福井市江守の里2丁目119,0776-35-7517
ぱんだルーム,ネット検索,918-8105,福井市木田1丁目1406,0776-36-0063
ひよこ広場,ネット検索,918-8052,福井市明里町9-1,0776-36-0064
ぴょんぴょんルーム,ネット検索,910-2347,福井市境寺町36-3,0776-90-1362
ハーツきっず学園 ひよこるーむ,ネット検索,910-0028,福井市学園2丁目9-22,0120-17-3415
ハーツきっず志比口 ひよこるーむ,ネット検索,910-0845,福井市志比口2丁目11-13,0120-39-3415
ハーツきっず羽水 ひよこるーむ,ネット検索,918-8114,福井市羽水1丁目117,0120-82-3415
美浜町子ども・子育てサポートセンター,ネット検索,919-1141,三方郡美浜町郷市25-20,0770-32-0192
三方子育て支援センター,ネット検索,919-1393,三方上中郡若狭町中央1-2,0770-62-2704
梅の里保育園 にこにこひろば,ネット検索,919-1462,三方上中郡若狭町田井24-2-2,0770-46-1030
若狭子育て支援センター,ネット検索,919-1541,三方上中郡若狭町市場18-18,0770-62-2704
地域子育て支援センター いまだて,ネット検索,915-0242,越前市粟田部町46-2,0778-42-2511
地域子育て支援センター ハーツきっずたけふ,ネット検索,915-0805,越前市芝原四丁目6-21,0120-54-3415
地域子育て支援センター ピノキオ,ネット検索,915-0071,越前市府中一丁目11-2,090-9761-9436
地域子育て支援センター フォルマシオーン,ネット検索,915-0084,越前市村国1-9-8,0778-23-6318
地域子育て支援センター 一陽,ネット検索,915-0853,越前市新町7-8,090-3764-0862
はぎの子育て支援センター,ネット検索,916-0202,丹生郡越前町細野73-2,0778-36-0396
宮崎子育て支援センター,ネット検索,916-0255,丹生郡越前町江波76-5-1,0778-32-2323
朝日子育て支援センター,ネット検索,916-0141,丹生郡越前町気比庄57-205,0778-34-7123
織田子育て支援センター,ネット検索,916-0215,丹生郡越前町織田109-55,0778-36-2232
越前子育て支援センター,ネット検索,916-0311,丹生郡越前町梅浦60-15-3,0778-37-0900
子育て支援センター にこにこ広場,ネット検索,919-2226,大飯郡高浜町立石15-18,0770-50-9050
高浜町子育て支援センター,ネット検索,919-2201,大飯郡高浜町和田117-68,0770-72-6154
鯖江市子育て支援センター,ネット検索,916-0026,鯖江市本町4丁目6-17,0778-51-3527
うきは地域子育て支援センター「遊林ランド」,ネット検索,8391406,うきは市浮羽町高見679-2,0943-77-4336
うきは市地域子育て支援センター「こども交流室」,ネット検索,8391321,うきは市吉井町347-1,0943-75-5530
「ぴよぴよキッズ」,ネット検索,8240800,みやこ町豊津2174番地1「すどりの里」,0930-33-4152
「バンビーノ」,ネット検索,8240800,みやこ町勝山黒田849番地「認定こども園　太陽の森」,0930-32-2176
みやこ町子育て支援センター 「なかよしキッズ」,ネット検索,8240800,みやこ町犀川古川50番地「いこいの里」,0930-42-0733
つどいの広場（みやま市）,ネット検索,8350000,―,―
上毛町子育て支援ｾﾝﾀｰ,ネット検索,8710900,上毛町大字東下1512番地,0979-72-3130
ハピネス中間,ネット検索,8090018,中間市通谷1丁目36-10,093-245-8686
子育て支援センターくるり,ネット検索,8090014,中間市蓮花寺3-1-3,093-245-5557
久山町子育て支援センター「木子里」,ネット検索,8112500,久山町大字久原1701番地１,092-976-3438
三潴子育て支援センター,ネット検索,8300112,久留米市三潴町玉満1938,0942-65-2255
信愛つどいの広場,ネット検索,8390851,久留米市御井町2278−1,0942-43-4532
児童センター,ネット検索,8300031,久留米市六ツ門町3−11,0942-35-3809
北野子育て支援センター,ネット検索,8301104,久留米市北野町大城121−1,0942-78-7222
善導寺子育て支援センター,ネット検索,8390824,久留米市善導寺町飯田562,0942-47-2021
城島子育て支援センター,ネット検索,8300211,久留米市城島町楢津743−2,0942-62-2341
子育て交流プラザくるるん,ネット検索,8300033,久留米市天神町8番地,0942-34-5571
松柏子育て支援センター,ネット検索,8390862,久留米市野中町690,0942-33-5360
江南子育て支援センター,ネット検索,8300042,久留米市荘島町11−1,0942-33-4441
田主丸子育て支援センター,ネット検索,8391232,久留米市田主丸町常盤1111−1,0943-72-4550
白峯子育て支援センター,ネット検索,8390813,久留米市山川市ノ上町3−33,0942-43-5200
荒木子育て支援センター,ネット検索,8300063,久留米市荒木町荒木1484,0942-26-0064
出張ひろば　「トゥインクル」,ネット検索,8340201,"八女市星野村１０７７５番地１４  
総合保健センター「そよかぜ」内",090-3320-2196
子育て支援施設　「きらきら」,ネット検索,8340085,八女市立花町北山2747番地5,0943-24-9090
子育て支援施設　「ピコロ」,ネット検索,8341216,八女市黒木町桑原207番地,0943-42-3301
"子育て支援総合施設
やめっこ未来館「みらい広場」",ネット検索,8340047,八女市稲富４９９番地,0943-24-8814
八幡東さくら保育所（北九州市）,ネット検索,8050000,八幡東区祇園一丁目5番1号,093-663-5885
八幡東区親子ふれあいルーム,ネット検索,8050000,八幡東区中央一丁目2番4号,093-661-1112
八幡西区親子ふれあいルーム,ネット検索,8060000,八幡西区黒崎三丁目15番3号,093-645-6226
子どもの館,ネット検索,8060000,八幡西区黒崎三丁目15番3号 COM CITY７階,093-642-5555
子育てふれあい交流プラザ,ネット検索,8020000,小倉北区浅野三丁目８番１号 AIMビル３階,093-522-4150
小倉北区親子ふれあいルーム,ネット検索,8020000,小倉北区大手町1番1号,093-581-1886
北方地域子育て支援センター,ネット検索,8020000,小倉南区北方三丁目50番2号,093-931-4623
小倉南区親子ふれあいルーム,ネット検索,8020000,小倉南区若園五丁目1番5号,093-922-5036
戸畑区親子ふれあいルーム,ネット検索,8040004,戸畑区千防一丁目1番1号,093-882-2013
若松区親子ふれあいルーム,ネット検索,8080000,若松区浜町一丁目1番1号,093-761-3772
門司区親子ふれあいルーム,ネット検索,8010855,門司区清滝一丁目1番1号,093-331-6023
つどいの広場でんでんむし,ネット検索,8113116,古賀市庄205,092-942-1157
吉富町子育て支援センター,ネット検索,8710000,吉富町大字広津641番地1,0979-23-2178
恵大保育園（嘉麻市）,ネット検索,8200301,嘉麻市牛隈1948-1,0948-57-3318
明見保育園（嘉麻市）,ネット検索,8210011,嘉麻市下山田469-12,0948-52-1000..
鴨生保育所,ネット検索,8200206,嘉麻市鴨生29-53,0948-83-5263
大任町子育て支援センター,ネット検索,8240500,大任町大字大行事3090番地,0947-63-4828
大刀洗町子育て支援センターちゃお,ネット検索,8301200,大刀洗町大字冨多819,0942-77-5019
大川市子育て支援総合施設「モッカランド」,ネット検索,8310031,大川市大字上巻387番地,0944-32-8585
大木町子育て支援センター「にこにこ」,ネット検索,8300400,大木町大字八町牟田643-1,0944-32‐1022
つどいの広場（大牟田市）,ネット検索,8360041,大牟田市新栄町6−1 えるる1F,0944-52-5656
ぽっかぽかひろば,ネット検索,8160962,大野城市つつじケ丘2丁目5-1,092-596-1888
れいわ子ども情報センター　子育て応援フロア,ネット検索,8160932,福岡県大野城市瓦田４丁目２番１号　すこやか交流プラザ３階,092-573-8219
れいわ子ども情報センター　親子サロン,ネット検索,8160932,福岡県大野城市瓦田４丁目２番１号　すこやか交流プラザ１階,092-501-3339
たんぽぽクラブ,ネット検索,8180102,太宰府市白川2番5号,092-922-4611
ちくし・子育て支援センター,ネット検索,8180138,太宰府市大字吉松44番地3,092-923-7333
太宰府市子育て支援センター,ネット検索,8180125,太宰府市五条3丁目1番1号,092-919-6001
宇美町子育て支援センター　ゆうゆう,ネット検索,8112101,宇美町貴船２丁目２８番１号,092-957-6450
子育て支援センター「ふらこっこ」,ネット検索,8113437,"宗像市久原180番地
メイトム宗像（市民活動交流館）内",0940-37-3741
子育て支援センター　さくらんぼ,ネット検索,8230004,宮若市磯光565番地,0949-32-1319
子育て支援センター　たけんこ,ネット検索,8220142,宮若市竹原５,0949-52-2002
子育て支援センター　たんぽぽ,ネット検索,8230011,宮若市宮田6-1,0949-32-0885
小竹町地域子育て支援センター,ネット検索,8201100,小竹町大字勝野3370番地1,0949-62-7844
すばる保育園子育て支援センター,ネット検索,8380115,小郡市大保960,0942-75-3749
つどいの広場　ぽかぽか,ネット検索,8380106,小郡市三沢83番地１,0942-75-7077
三国が丘保育園子育て支援センター,ネット検索,8380103,小郡市三国が丘4丁目124番地２,090-5288-1254
味坂保育園子育て支援センター,ネット検索,8380133,小郡市八坂201番地,070-3149-8033
小郡市子育て支援拠点センター,ネット検索,8380127,小郡市大崎828番地１,0942-73-5041
こども未来館（岡垣町）,ネット検索,8114234,福岡県遠賀郡岡垣町大字高倉578番地1,093-281-5501
川崎町子育て支援センター,ネット検索,8270003,川崎町田原804,0947[sanitize]72[sanitize]5800
広川町子育て支援センター「ハグハグ」（広川町町民交流センター内）,ネット検索,8340121,広川町大字新代1965番地1,0943-32-1113
にじいろポケット,ネット検索,8112202,志免町大字志免451番地1,092-937-0235
志免町子育て支援センター,ネット検索,8112202,志免町大字志免451番地1,092-936-5500
かんがるーひろば（町福祉センター内）,ネット検索,8110115,新宮町緑ケ浜4-3-1,092-963-0134
光町児童センター（春日市）,ネット検索,8160806,春日市光町2-180-4,092-501-7014
毛勝児童センター（春日市）,ネット検索,8160847,春日市大土居1-38,092-581-5614
白水児童センター（春日市）,ネット検索,8160855,春日市天神山1-213,092-593-2777
須玖児童センター（春日市）,ネット検索,8160863,春日市須玖南2-120,092-573-2431
つどいの広場（朝倉市）,ネット検索,8380062,朝倉市堤1413,080-6439-1851
ひろにわ子育て支援センター（ひろにわ保育所内）,ネット検索,8381315,朝倉市入地2607-1,0946-52-3222
生い立つ子育て支援センター（生い立つ保育園内）,ネット検索,8380061,朝倉市菩提寺606-1,080-8352-4178
東峰村　子育て世代包括支援センター,ネット検索,8381700,"東峰村大字小石原941-9
（東峰村役場小石原庁舎　保健福祉課内）",0946-74-2311
あけの保育園（柳川市）,ネット検索,8390251,柳川市大和町明野922,0944-76-4473
垂見保育園（柳川市）,ネット検索,8320814,柳川市三橋町垂見980-1,0944-73-6742
柳城児童館（柳川市）,ネット検索,8320076,柳川市坂本町5-1,0944-72-7706
正光乳児保育園（柳川市）,ネット検索,8320031,柳川市椿原町45-15,0944-72-9066
いきいきセンター「桂寿苑」,ネット検索,8200600,桂川町土居４６３番地1,0948-65-2271
子育て支援センター　ひまわりのたね,ネット検索,8200606,嘉穂郡桂川町土居361,0948-65-0081
子育て支援センター「ゆめらんど」 （水巻吉田保育園内）,ネット検索,8070000,水巻町吉田西二丁目1番13号,093-202-7193
水巻町子育て支援センター,ネット検索,8070000,水巻町古賀二丁目4番17号,093-203-5772
田川市子育て支援センター,ネット検索,8250002,田川市大字伊田2744-2,0947-44-4316
直方市地域子育て支援センター「ほのぼの」,ネット検索,8220027,直方市古町5番35号,0949-28-9102
中央区子どもプラザ,ネット検索,8100000,中央区今泉1-19-22　中央児童会館5階,092-741-3564
南区おおはし子どもプラザ,ネット検索,8150000,―,―
南区ひばる子どもプラザ,ネット検索,8150000,南区桧原2−36-15,092-555-6565
博多区博多南子どもプラザ,ネット検索,8120000,博多区竹丘町1-4-11　1階,092-592-9711
博多区山王子どもプラザ,ネット検索,8120000,博多区山王1−13−10　博多市民センター併設,092-472-6006
城南区子どもプラザ,ネット検索,8140100,城南区鳥飼5−2−25　城南区保健福祉センター2階,092-831-4212
早良区次郎丸子どもプラザ,ネット検索,8111122,早良区次郎丸6−3−1　福岡市立次郎丸中学校内,092-862-3752
早良区西南子どもプラザ,ネット検索,8111122,早良区西新3−13-1　西南学院百年館（松緑館）2階,092-846-9207
東区三苫子どもプラザ,ネット検索,8130000,東区三苫5−1−40　1階,092-692-6267
東区東浜子どもプラザ,ネット検索,8130000,東区東浜1−1−1　ゆめタウン博多　2階,092-292-5320
東区香椎子どもプラザ,ネット検索,8130000,東区香椎駅前2-52-1　セピアテラス西鉄香椎2階,092-663-3263
西区姪浜子どもプラザ,ネット検索,8190000,西区姪の浜4−8−28　1階,092-882-7532
西区徳永子どもプラザ,ネット検索,8190000,西区北原1-2-1　イオンモール福岡伊都 3階,092-806-4733
西区橋本子どもプラザ,ネット検索,8190000,西区橋本2-27-2　木の葉モール橋本　2階,092-407-2862
福智町立地域子育て支援センター,ネット検索,8221200,―,0947-22-2401
福津市子育て支援センター「なかよし」,ネット検索,8113218,福津市手光南2-1-1,0940-35-8382
子育て支援センター「あいあい」,ネット検索,8380000,筑前町篠隈339-1,0946-42-1806
子育て支援センター「たんぽぽ」（筑前町）,ネット検索,8380000,筑前町新町450,0946-22-3369
おひさまハウス,ネット検索,8330047,筑後市大字若菜1144-3,0942-53-3123
つどいの広場「つくしのこ」,ネット検索,8180072,筑紫野市二日市中央5−10−1　1階,092-408-7776
筑紫野市子育て支援センター,ネット検索,8180068,筑紫野市石崎1丁目1番2号,092-922-7287
築上町児童館,ネット検索,8290100,築上町大字湊1280番地１,0930-57-4300
築城社会福祉センター,ネット検索,8290100,築上町大字下別府73番地,0930-52-2110
すぎのこ児童館（篠栗町）,ネット検索,8112405,篠栗町大字和田486-1,092-947-6554
たけのこ児童館（篠栗町）,ネット検索,8112405,篠栗町大字尾仲709-1,092-947-7252
やまばと児童館（篠栗町）,ネット検索,8112405,篠栗町中央3丁目16番12,092-947-7047
ヴィラのぞみ愛児園（粕屋町）,ネット検索,8112316,糟屋郡粕屋町長者原西2-4-3,092-957-1005
大川保育園（粕屋町）,ネット検索,8112318,糟屋郡粕屋町戸原東3-6-1,092-938-3109
星の子保育園（粕屋町）,ネット検索,8112308,糟屋郡粕屋町大字内橋38-1,092-938-3101
粕屋わかば保育園（粕屋町）,ネット検索,8112310,糟屋郡粕屋町花ヶ浦1-6-1,092-939-6111
青葉はるまち保育園（粕屋町）,ネット検索,8112310,糟屋郡粕屋町花ヶ浦3-7-12,092-938-0550
子育て支援センターにこにこ,ネット検索,8191601,糸島市二丈深江一丁目１番20号,092-332-2105
子育て支援センターぽかぽか,ネット検索,8191312,糸島市志摩初１,092-327-2260
糸田町子育て支援室,ネット検索,8221300,糸田町1971番地1,0947[sanitize]26[sanitize]4600
子育て支援センター「たんぽぽ」（芦屋町）,ネット検索,8070133,芦屋町緑ヶ丘3番23号,093-221-2567
のびのびキッズ,ネット検索,8000365,苅田町下新津1598,0930-22-1373
与原保育園（苅田町）,ネット検索,8000365,苅田町下新津1598,0930-22-1373
子育て支援センター,ネット検索,8000365,苅田町幸町6-91,093-435-3515
星の子キッズ,ネット検索,8000365,苅田町新津1丁目14-1　小さなコンビニおばせ2階,0930-25-5310
白川保育園（苅田町）,ネット検索,8000365,苅田町新津1487-1,0930-23-1106
すくすくキッズ,ネット検索,8240048,行橋市宝山706番地,0930-22-2213
にこにこキッズ（行橋市）,ネット検索,8240036,行橋市南泉二丁目18番40号,0930-23-0885
チルコロ,ネット検索,8240066,行橋市吉国574番地,0930-22-1543
ドルチェ,ネット検索,8240075,行橋市長尾518番地,0930-26-5080
子育てコアラ,ネット検索,8240001,行橋市行事六丁目21番1号,0930-22-2214
行橋市子育て支援センター,ネット検索,8240063,行橋市中津熊５０１,0930-25-5488
子育て支援センター「たけのこ」,ネット検索,8280053,豊前市千束78−2,0979-82-2881
地域子育て支援広場「ぐっぴぃ」,ネット検索,8114300,遠賀町浅木2-3-1(ふれあいの里内),093-293-1919
なかがわ保育園（那珂川市）,ネット検索,8111254,那珂川市大字道善257番地1,092-952-2461
ふれあいこども館,ネット検索,8111253,那珂川市仲2丁目5番2号,092-953-8106
鞍手町総合福祉センター,ネット検索,8071305,鞍手郡鞍手町大字新延414‐1,0949-42-8812
つくしんぼ,ネット検索,,須恵町大字上須恵1167番地3,090-2582-9398
わかすぎの杜保育園,ネット検索,,須恵町大字上須恵1312番地,092-932-0005
庄内子育て支援センター,ネット検索,8200101,飯塚市綱分791-4,0948-82-0089
穂波子育て支援センター,ネット検索,8200083,飯塚市秋松408,0948-21-0066
筑穂子育て支援センター,ネット検索,8200701,飯塚市長尾885-1,0948-72-2970
街なか子育てひろば,ネット検索,8200042,飯塚市本町11-10,0948-22-3809
頴田子育て支援センター,ネット検索,8201112,飯塚市鹿毛馬2328-2,0948-92-0333
香春町子育て支援センター,ネット検索,8221406,香春町大字香春７４４番地,0947-32-8423
いわき市内郷子育て支援センター,ネット検索,9738408,いわき市内郷高坂町四方木田188,0246-26-0452
いわき市総合保健福祉センター内プレイルーム,ネット検索,9738408,いわき市内郷高坂町四方木田191,0246-27-8599
こども元気センター,ネット検索,9748261,いわき市植田町本町1-12,0246-63-2884
カンガルーひろば,ネット検索,9708026,いわき市平字菱川町1-3,0246-21-3733
チャイルドハウスふくまる,ネット検索,9790201,いわき市四倉町字5-218-1,0246-88-9940
小名浜児童センター,ネット検索,9718164,いわき市小名浜寺廻町10-3,0246-53-3695
三春町地域子育て支援センター,ネット検索,9637700,三春町字大町７－１,0247-62-0555
下郷町地域子育て支援センター,ネット検索,9695300,下郷町大字豊成字林中6110-3,0241-69-1137
地域子育て支援センターDen,ネット検索,9691404,二本松市油井字鶴巻138番地,0243-24-6745
地域子育て支援センターぷらす,ネット検索,9691404,二本松市油井字石倉80-1,0243-24-8347
岩代地域小浜子育て支援センター,ネット検索,9640313,二本松市小浜字藤町283,0243-55-2124
東和地域子育て支援センター,ネット検索,9640202,二本松市針道字大町西46-7,0243-24-8125
伊達子育て支援センター,ネット検索,9600502,伊達市箱崎川端7,070-7547-4984
伊達市子育て支援センター,ネット検索,9600600,伊達市梁川町字山城舘7-1,024-577-0345
保原中央子育て支援センター,ネット検索,9600634,伊達市保原町大泉字道城場84-1,024-563-3089
保原北子育て支援センター,ネット検索,9600634,伊達市保原町大泉字前原内246-1,024-529-7611
保原南子育て支援センター,ネット検索,9600684,伊達市保原町上保原字上ノ原22-2,024-573-0947
霊山子育て支援センター,ネット検索,9600801,伊達市霊山町掛田字北谷津7-3,024-586-3725
会津坂下町子育てふれあい交流センター,ネット検索,9696500,会津坂下町大字福原字福川原913,0242-84-1784
会津美里町子育て支援センター,ネット検索,9696200,会津美里町字東川原3281,0242-54-6648
あいづ博愛こども園,ネット検索,9650862,会津若松市本町8-40,0242-27-3636
いちごランド,ネット検索,9650806,会津若松市宝町2-16,0242-27-3945
すくすく園子育て支援センター,ネット検索,9650818,会津若松市東千石二丁目4-15,0242-28-4131
つるが保育園子育て支援センター,ネット検索,9650012,会津若松市居合町8-48,0242-24-6334
とうみょう 子育て支援・地域支援センター「いどばた」,ネット検索,9650042,会津若松市大町2-1-45,0242-25-3636
ひよこちゃんクラブ,ネット検索,9650000,会津若松市門田町大字中野字屋敷191-3,0242-26-3144
みなみ若葉こども園,ネット検索,9650000,会津若松市門田町大字日吉字小金井63,0242-27-8911
やまがみらいこども園子育て支援センター,ネット検索,9650876,会津若松市山鹿町4-37,0242-27-1647
わんぱくらんど,ネット検索,9650022,会津若松市滝沢町4-26,0242-24-9272
アップル子育て支援センター,ネット検索,9650878,会津若松市中町3-20,0242-26-3555
ピョン太の広場,ネット検索,9650000,会津若松市門田町大字面川字舘堀74,0242-28-0216
中央保育所子育て支援センター,ネット検索,9650804,会津若松市花春町2-1,0242-27-3370
会津報徳保育園子育て支援センター,ネット検索,9650853,会津若松市材木町一丁目3-15,0242-27-2805
南町こども園子育て支援センター,ネット検索,9650874,会津若松市南花畑2-7,0242-27-1965
地域子育て支援センター「かむかむ＆よむよむ」,ネット検索,9650877,会津若松市西栄町1-52,0242-28-1514
子育て支援センターなのはな,ネット検索,9650000,会津若松市門田町大字黒岩字大坪68-1,0242-28-0772
学校法人白梅認定こども園榎の木ひがしぎょうにん幼稚園アリスルーム,ネット検索,9650817,会津若松市千石町８－１６,0242-32-6386
広田保育所子育て支援センター,ネット検索,9693471,会津若松市河東町広田字横堀15,0242-7 5-2155
慈光第二こども園,ネット検索,9650839,会津若松市東年貢二丁目７－３,0242-27-3114
木育広場もくれん,ネット検索,9650000,会津若松市町北町大字上荒久田字石尻216,0242-23-7178
若松第一保育園子育て支援センター,ネット検索,9650861,会津若松市日新町16-36,0242-27-9271
若松第三保育園子育て支援センター,ネット検索,9650803,会津若松市城前9-6,0242-27-1479
菅原若葉こども園,ネット検索,9650857,会津若松市柳原町４－５－２０,0242-26-2384
認定こども園こばとらんど,ネット検索,9650000,会津若松市町北町大字上荒久田字石尻107,0242-24-5810
認定こども園会津若葉幼稚園,ネット検索,9650863,会津若松市湯川町３－74,0242-27-5195
認定こども園北会津こどもの村幼保園子育て支援センター,ネット検索,9650131,会津若松市北会津町中荒井字山道4-1,0242-23-8585
認定こども園子どもの森子育て支援センター,ネット検索,9650000,会津若松市一箕町大字亀賀字北柳原42-1,0242-85-7761
認定こども園若松第一幼稚園 子育て支援センター「つばめっこ」,ネット検索,9650037,会津若松市中央一丁目1-5,0242-22-1835
認定こども園若松第三幼稚園,ネット検索,9650863,会津若松市湯川町３－53,0242-27-2747
認定こども園若松第二幼稚園星の子ランド,ネット検索,9650861,会津若松市日新町8-26,0242-36-7081
つどいの広場,ネット検索,9670000,南会津町永田字枇杷影1-1,0241-62-9703
びわのかげ子育て支援センター,ネット検索,9670000,南会津町永田字枇杷影1-1,0241-62-9703
田島保育園子育て支援センター,ネット検索,9670000,南会津町田島字向川原甲1210-114,0241-62-1046
かしま子育て支援センター,ネット検索,9792461,南相馬市鹿島区山下字中ノ内273-1（旧上真野幼稚園内）,0244-47-2147
原町子育て支援センター,ネット検索,9750002,南相馬市原町区東町三丁目7-4（旧原町あずま保育園内）,0244-24-4558
只見町子育て世代包括支援センター,ネット検索,9680421,只見町大字長浜字久保田31,0241-84-7005
地域子育て支援センター「きらり広場」,ネット検索,9693532,喜多方市塩川町小府根字蓮沼24-1,0241-23-7571
地域子育て支援センター「にじ」,ネット検索,9660053,喜多方市字石田4041-2,0241-21-1303
地域子育て支援センター「のびやかルーム」,ネット検索,9660000,喜多方市塩川町字古戸城451-3,0241-28-1150
子どもステーション,ネット検索,9660069,喜多方市字稲清水２３３３-１アイデミきたかた１F,0241-22-5577
国見町地域子育て支援センター藤田保育所,ネット検索,9691700,国見町大字山崎字舘東12-1,024-585-2374
わんぱく広場,ネット検索,9620500,天栄村大字下松本字東田23,0248-82-3800
富岡町子育て支援センター,ネット検索,9791100,富岡町大字小浜字大膳町152,0240-22-2358
おのまち認定こども園,ネット検索,9633400,小野町大字谷津作字谷津98-1,0247-73-8321
